Number,Name,IPA,Evolves from,Evolves into,Total evolutionary stages,Evolutionary stage code,Baby,Legendary,Types,Weight lb,Height in,Percentage male,Percentage female,HP,Attack,Defense,Special Attack,Special Defense,Speed,Total Power
924,Tandemaus,ˈtændəmaʊs,,Maushold,2,2a,FALSE,FALSE,Normal,4,12,,,50,50,45,40,45,75,305
925,Maushold,ˈmaʊshɔld,Tandemaus,,2,2b,FALSE,FALSE,Normal,6.2,12,,,74,75,70,65,75,111,470
926,Fidough,ˈfaɪdoʊ,,Dachsbun,2,2a,FALSE,FALSE,Fairy,24,12,50,50,37,55,70,30,55,65,312
927,Dachsbun,ˈdɑːksbʌn,Fidough,,2,2b,FALSE,FALSE,Fairy,32.8,20,50,50,57,80,115,50,80,95,477
928,Smoliv,ˈsmoʊlɪv,,Dolliv,3,3a,FALSE,FALSE,"Grass, Normal",14.3,12,50,50,41,35,45,58,51,30,260
929,Dolliv,ˈdɑːlɪv,Smoliv,Arboliva,3,3b,FALSE,FALSE,"Grass, Normal",26.2,24,50,50,52,53,60,78,78,33,354
930,Arboliva,ɑɹˈbɑːləvə,Dolliv,,3,3c,FALSE,FALSE,"Grass, Normal",106.3,55,50,50,78,69,90,125,109,39,510
931,Squawkabilly,ˈskwɑːkəbɪliː,,,1,1a,FALSE,FALSE,"Normal, Flying",5.3,24,50,50,82,96,51,45,51,92,417
932,Nacli,ˈnækliː,,Naclstack,3,3a,FALSE,FALSE,Rock,35.3,16,50,50,55,55,75,35,35,25,280
933,Naclstack,ˈnækəlstæk,Nacli,Garganacl,3,3b,FALSE,FALSE,Rock,231.5,24,50,50,60,60,100,35,65,35,355
934,Garganacl,ɡɑːɹˈɡænəkəl,Naclstack,,3,3c,FALSE,FALSE,Rock,529.1,91,50,50,100,100,130,45,90,35,500
935,Charcadet,tʃɑːɹkədɛt,,"Ceruledge, Armarouge",2,2a,FALSE,FALSE,Fire,23.1,24,50,50,40,50,40,50,40,35,255
936,Armarouge,ˈɑːɹmɚuːʒ,Charcadet,,2,2b,FALSE,FALSE,"Fire, Psychic",187.4,59,50,50,85,60,100,125,80,75,525
937,Ceruledge,səˈɹuːlɛdʒ,Charcadet,,2,2b,FALSE,FALSE,"Fire, Ghost",136.7,63,50,50,75,125,80,60,100,85,525
938,Tadbulb,ˈtædbʊlb,,Bellibolt,2,2a,FALSE,FALSE,Electric,0.9,12,50,50,61,31,41,59,35,45,272
939,Bellibolt,ˈbɛliːbɔlt,Tadbulb,,2,2b,FALSE,FALSE,Electric,249.1,47,50,50,109,64,91,103,83,45,495
940,Wattrel,ˈwɑːtɹəl,,Kilowattrel,2,2a,FALSE,FALSE,"Electric, Flying",7.9,16,50,50,40,40,35,55,40,70,280
941,Kilowattrel,ˌkiːloʊˈwɑtɹəl,Wattrel,,2,2b,FALSE,FALSE,"Electric, Flying",85.1,55,50,50,70,70,60,105,60,125,490
942,Maschiff,ˈmæstʃɪf,,Mabosstiff,2,2a,FALSE,FALSE,Dark,35.3,20,50,50,60,78,60,40,51,51,340
943,Mabosstiff,məˈbɑːstɪf,Maschiff,,2,2b,FALSE,FALSE,Dark,134.5,43,50,50,80,120,90,60,70,85,505
944,Shroodle,ˈʃɹuːdəl,,Grafaiai,2,2a,FALSE,FALSE,"Poison, Normal",1.5,8,50,50,40,65,35,40,35,75,290
945,Grafaiai,ɡɹəˈfaɪaɪ,Shroodle,,2,2b,FALSE,FALSE,"Poison, Normal",60,28,50,50,63,95,65,80,72,110,485
946,Bramblin,ˈbɹæmblɪn,,Brambleghast,2,2a,FALSE,FALSE,"Grass, Ghost",1.3,24,50,50,40,65,30,45,35,60,275
947,Brambleghast,ˈbɹæmbəlɡæst,Bramblin,,2,2b,FALSE,FALSE,"Grass, Ghost",13.2,47,50,50,55,115,70,80,70,90,480
948,Toedscool,ˈtoʊdzkuːl,,Toedscruel,2,2a,FALSE,FALSE,"Ground, Grass",72.8,35,50,50,40,40,35,50,100,70,335
949,Toedscruel,ˈtoʊdzkɹuːl,Toedscool,,2,2b,FALSE,FALSE,"Ground, Grass",127.9,75,50,50,80,70,65,80,120,100,515
950,Klawf,ˈklɑːf,,,1,1a,FALSE,FALSE,Rock,174.2,51,50,50,70,100,115,35,55,75,450
951,Capsakid,kæpˈsɛɪkɪd,,Scovillain,2,2a,FALSE,FALSE,Grass,6.6,12,50,50,50,62,40,62,40,50,304
952,Scovillain,ˈskoʊvɪlən,Capsakid,,2,2b,FALSE,FALSE,"Grass, Fire",33.1,35,50,50,65,108,65,108,65,75,486
953,Rellor,ˈɹɛlɔɹ,,Rabsca,2,2a,FALSE,FALSE,Bug,2.2,8,50,50,41,50,60,31,58,30,270
954,Rabsca,ˈɹæbskə,Rellor,,2,2b,FALSE,FALSE,"Bug, Psychic",7.7,12,50,50,75,50,85,115,100,45,470
955,Flittle,ˈflɪɾəl,,Espathra,2,2a,FALSE,FALSE,Psychic,3.3,8,50,50,30,35,30,55,30,75,255
956,Espathra,ɛsˈpæθɹə,Flittle,,2,2b,FALSE,FALSE,Psychic,198.4,75,50,50,95,60,60,101,60,105,481
957,Tinkatink,ˈtiːŋkətiːŋk,,Tinkatuff,3,3a,FALSE,FALSE,"Fairy, Steel",19.6,16,0,,50,45,45,35,64,58,297
958,Tinkatuff,ˈtiːŋkətʌf,Tinkatink,Tinkaton,3,3b,FALSE,FALSE,"Fairy, Steel",130.3,28,0,,65,55,55,45,82,78,380
959,Tinkaton,ˈtiːŋkətʌn,Tinkatuff,,3,3c,FALSE,FALSE,"Fairy, Steel",248.7,28,0,,85,75,77,70,105,94,506
960,Wiglett,ˈwɪɡlət,,Wugtrio,2,2a,FALSE,FALSE,Water,4,47,50,50,10,55,25,35,25,95,245
961,Wugtrio,wʌɡˈtɹiːoʊ,Wiglett,,2,2b,FALSE,FALSE,Water,11.9,47,50,50,35,100,50,50,70,120,425
962,Bombirdier,ˌbɑːmˈbɝdiːɚ,,,1,1a,FALSE,FALSE,"Flying, Dark",94.6,59,50,50,70,103,85,60,85,82,485
963,Finizen,ˈfɪnɪzən,,Palafin,2,2a,FALSE,FALSE,Water,132.7,51,50,50,70,45,40,45,40,75,315
964,Palafin,ˈpæləfɪn,Finizen,,2,2b,FALSE,FALSE,Water,132.7,51,50,50,100,70,72,53,62,100,457
965,Varoom,vəˈɹuːm,,Revavroom,2,2a,FALSE,FALSE,"Steel, Poison",77.2,39,50,50,45,70,63,30,45,47,300
966,Revavroom,ˈɹɛvəvɹuːm,Varoom,,2,2b,FALSE,FALSE,"Steel, Poison",264.6,71,50,50,80,119,90,54,67,90,500
967,Cyclizar,ˈsaɪkləzɑːɹ,,,1,1a,FALSE,FALSE,"Dragon, Normal",138.9,63,50,50,70,95,65,85,65,121,501
968,Orthworm,ˈɔɹθwɚm,,,1,1a,FALSE,FALSE,Steel,683.4,98,50,50,70,85,145,60,55,65,480
969,Glimmet,ˈɡlɪmət,,Glimmora,2,2a,FALSE,FALSE,"Rock, Poison",17.6,28,50,50,48,35,42,105,60,60,350
970,Glimmora,ɡləˈmɔɹə,Glimmet,,2,2b,FALSE,FALSE,"Rock, Poison",99.2,59,50,50,83,55,90,130,81,86,525
971,Greavard,ˈɡɹiːvɑːɹd,,Houndstone,2,2a,FALSE,FALSE,Ghost,77.2,24,50,50,50,61,60,30,55,34,290
972,Houndstone,ˈhaʊndstoʊn,Greavard,,2,2b,FALSE,FALSE,Ghost,33.1,79,50,50,72,101,100,50,97,68,488
973,Flamigo,fləˈmiːɡoʊ,,,1,1a,FALSE,FALSE,"Flying, Fighting",81.6,63,50,50,82,115,74,75,64,90,500
974,Cetoddle,səˈtɑːdəl,,Cetitan,2,2a,FALSE,FALSE,Ice,99.2,47,50,50,108,68,45,30,40,43,334
975,Cetitan,səˈtaɪtən,Cetoddle,,2,2b,FALSE,FALSE,Ice,543.2,177,50,50,170,113,65,45,55,73,521
976,Veluza,vəˈluːzə,,,1,1a,FALSE,FALSE,"Water, Psychic",198.4,98,50,50,90,102,73,78,65,70,478
977,Dondozo,doʊnˈdoʊnzoʊ,,,1,1a,FALSE,FALSE,Water,485,472,50,50,150,100,115,65,65,35,530
978,Tatsugiri,ˌtɑːtsuːɡɪɹiː,,,1,1a,FALSE,FALSE,"Dragon, Water",17.6,12,50,50,68,50,60,120,95,82,475
979,Annihilape,əˈnaɪəleɪp,Primeape,,3,3c,FALSE,FALSE,"Fighting, Ghost",123.5,47,50,50,110,115,80,50,90,90,535
980,Clodsire,ˈklɑːdsaɪɚ,Wooper,,2,2b,FALSE,FALSE,"Poison, Ground",491.6,71,50,50,130,75,60,45,100,20,430
981,Farigiraf,fəˈɹɪɡəɹæf,Girafarig,,2,2b,FALSE,FALSE,"Normal, Psychic",352.7,126,50,50,120,90,70,110,70,60,520
982,Dudunsparce,dəˈdʌnspɑːɹs,Dunsparce,,2,2b,FALSE,FALSE,Normal,86.4,142,50,50,125,100,80,85,75,55,520
983,Kingambit,kiːŋˈɡæmbɪt,Bisharp,,3,3c,FALSE,FALSE,"Dark, Steel",264.6,79,50,50,100,135,120,60,85,50,550
984,Great Tusk,ˌɡɹɛɪt ˈtʌsk,,,1,1a,FALSE,FALSE,"Ground, Fighting",705.5,87,,,115,131,131,53,53,87,570
985,Scream Tail,ˈskɹiːm ˌteɪl,,,1,1a,FALSE,FALSE,"Fairy, Psychic",17.6,47,,,115,65,99,65,115,111,570
986,Brute Bonnet,ˌbɹuːt ˈbɑːnət,,,1,1a,FALSE,FALSE,"Grass, Dark",46.3,47,,,111,127,99,79,99,55,570
987,Flutter Mane,ˈflʌɾɚ ˌmeɪn,,,1,1a,FALSE,FALSE,"Ghost, Fairy",8.8,55,,,55,55,55,135,135,135,570
988,Slither Wing,ˈslɪðɚ ˌwiŋ,,,1,1a,FALSE,FALSE,"Bug, Fighting",202.8,126,,,85,135,79,85,105,81,570
989,Sandy Shocks,ˈsændiː ˈʃɑːks,,,1,1a,FALSE,FALSE,"Electric, Ground",132.3,91,,,85,81,97,121,85,101,570
990,Iron Treads,ˌaɪɹn ˈtɹɛdz,,,1,1a,FALSE,FALSE,"Ground, Steel",529.2,35,,,90,112,120,72,70,106,570
991,Iron Bundle,ˌaɪɹn ˈbʌndəl,,,1,1a,FALSE,FALSE,"Ice, Water",24.3,24,,,56,80,114,124,60,136,570
992,Iron Hands,ˌaɪɹn ˈhændz,,,1,1a,FALSE,FALSE,"Fighting, Electric",839.3,71,,,154,140,108,50,68,50,570
993,Iron Jugulis,ˌaɪɹn ˈdʒʌɡjuːləs,,,1,1a,FALSE,FALSE,"Dark, Flying",244.7,51,,,94,80,86,122,80,108,570
994,Iron Moth,ˌaɪɹn ˈmɑːθ,,,1,1a,FALSE,FALSE,"Fire, Poison",79.4,47,,,80,70,60,140,110,110,570
995,Iron Thorns,ˌaɪɹn ˈθɔɹnz,,,1,1a,FALSE,FALSE,"Rock, Electric",668,63,,,100,134,110,70,84,72,570
996,Frigibax,ˈfɹɪdʒɪbæks,,Arctibax,3,3a,FALSE,FALSE,"Dragon, Ice",37.5,20,50,50,65,75,45,35,45,55,320
997,Arctibax,ˈɑɹktɪbæks,Frigibax,Baxcalibur,3,3b,FALSE,FALSE,"Dragon, Ice",66.1,31,50,50,90,95,66,45,65,62,423
998,Baxcalibur,bæksˈkælɪbɚ,Arctibax,,3,3c,FALSE,FALSE,"Dragon, Ice",463,83,50,50,115,145,92,75,86,87,600
999,Gimmighoul,ˈɡɪmiːɡuːl,,Gholdengo,2,2a,FALSE,FALSE,Ghost,11,12,,,45,30,70,75,70,10,300
1000,Gholdengo,ˈɡɔldənɡoʊ,Gimmighoul,,2,2b,FALSE,FALSE,"Steel, Ghost",66.1,47,,,87,60,95,133,91,84,550
1001,Wo-Chien,woʊˈtʃiːən,,,1,1a,FALSE,TRUE,"Dark, Grass",163.6,59,,,85,90,100,100,135,70,580
1002,Chien-Pao,tʃiːənˈpaʊ,,,1,1a,FALSE,TRUE,"Dark, Ice",335.5,75,,,80,130,80,90,65,135,580
1003,Ting-Lu,tiŋˈluː,,,1,1a,FALSE,TRUE,"Dark, Ground",1542.6,106,,,165,110,130,50,80,45,580
1004,Chi-Yu,tʃiːˈjuː,,,1,1a,FALSE,TRUE,"Dark, Fire",10.8,16,,,55,80,80,145,120,100,580
1005,Roaring Moon,ˌɹɔɹiŋ ˈmuːn,,,1,1a,FALSE,FALSE,"Dragon, Dark",837.8,79,,,105,139,71,55,101,119,590
1006,Iron Valiant,ˌaɪɹn ˈvæljənt,,,1,1a,FALSE,FALSE,"Fairy, Fighting",77.2,55,,,74,130,90,120,60,116,590
1007,Koraidon,kɔːɹˈaɪdɑːn,,,1,1a,FALSE,TRUE,"Fighting, Dragon",668,98,,,100,135,115,85,100,135,670
1008,Miraidon,mɪɹˈaɪdɑːn,,,1,1a,FALSE,TRUE,"Electric, Dragon",529.1,138,,,100,85,100,135,115,135,670
